GENE	EVENT	COORD	LENGTH	COMPLEX	FOREBRAIN.ADOLESCENT_ERR2598266	FOREBRAIN.ADOLESCENT_ERR2598267	FOREBRAIN.ADOLESCENT_ERR2598268	FOREBRAIN.ADOLESCENT_ERR2598269	FOREBRAIN.ELDERLY_ERR2598280	FOREBRAIN.ELDERLY_ERR2598281	FOREBRAIN.MIDDLE_ADULT_ERR2598305	FOREBRAIN.MIDDLE_ADULT_ERR2598306	FOREBRAIN.YOUNG_ADULT_ERR2598346	FOREBRAIN.YOUNG_ADULT_ERR2598347	FOREBRAIN.YOUNG_ADULT_ERR2598348	FOREBRAIN.YOUNG_ADULT_ERR2598349	FOREBRAIN.YOUNG_ADULT_ERR2598350	HEART.ADOLESCENT_ERR2598270	HEART.MIDDLE_ADULT_ERR2598307	HEART.YOUNG_ADULT_ERR2598351	LIVER.ADOLESCENT_ERR2598275	LIVER.ELDERLY_ERR2598284	LIVER.ELDERLY_ERR2598285	LIVER.MIDDLE_ADULT_ERR2598310	LIVER.YOUNG_ADULT_ERR2598357	LIVER.YOUNG_ADULT_ERR2598358	LIVER.YOUNG_ADULT_ERR2598359
PABPC4	HsaEX0045163	chr1:40030373-40030445	73	S	96.85	100.0	95.59	100.0	99.19	95.69	100.0	98.66	93.87	100.0	97.24	100.0	97.96	98.67	98.93	100.0	100.0	100.0	100.0	100.0	94.67	100.0	96.36
LASS4	HsaEX0035435	chr19:8321895-8321961	67	C2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LASS4	HsaEX0035436	chr19:8322763-8322869	107	S	100.0	100.0	100.0	100.0	77.78	100.0	100.0	100.0	100.0	100.0	99.27	100.0	100.0	100.0	98.51	100.0	98.62	100.0	100.0	100.0	98.08	100.0	98.96
LASS4	HsaEX0035438	chr19:8326663-8326728	66	S	100.0	99.12	99.62	100.0	82.34	99.01	98.86	100.0	100.0	100.0	98.86	97.21	100.0	99.45	100.0	97.6	95.71	100.0	98.67	100.0	100.0	100.0	99.16
USP48	HsaEX0069955	chr1:22032960-22033082	123	S	100.0	100.0	100.0	100.0	100.0	94.74	100.0	98.41	100.0	100.0	100.0	100.0	100.0	100.0	97.5	98.81	100.0	100.0	99.11	100.0	100.0	100.0	96.72
ALKBH5	HsaEX0003747	chr17:18110129-18110284	156	S	97.53	98.13	97.65	100.0	100.0	92.86	97.59	97.58	100.0	100.0	98.06	94.97	94.03	100.0	99.21	96.72	96.79	100.0	98.21	97.91	100.0	89.66	95.12
SCFD1	HsaEX0056454	chr14:31177196-31177271	76	S	100.0	99.02	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.89	100.0	100.0
SCFD1	HsaEX0056457	chr14:31171502-31171581	80	S	96.43	100.0	100.0	100.0	100.0	93.33	100.0	100.0	100.0	100.0	96.72	94.81	91.49	100.0	98.56	100.0	97.18	100.0	100.0	92.45	92.0	100.0	100.0
HDAC6	HsaEX0029429	chrX:48682332-48682478	147	C3	92.45	90.28	98.93	77.61	100.0	98.88	92.48	96.1	100.0	100.0	90.99	87.91	100.0	100.0	93.03	92.06	93.12	92.88	92.85	95.32	100.0	100.0	100.0
HDAC6	HsaEX0029430	chrX:48682576-48682704	129	C3	100.0	94.82	98.57	95.97	100.0	100.0	95.18	98.91	99.47	100.0	97.84	95.99	98.23	100.0	94.98	95.83	97.2	95.42	97.38	97.58	100.0	100.0	100.0
DHPS	HsaEX0019503	chr19:12788105-12788210	106	C2	100.0	98.72	99.23	99.25	96.15	97.4	99.1	97.31	100.0	96.36	98.79	98.69	94.96	100.0	98.62	98.25	96.74	97.23	99.02	95.28	100.0	97.3	98.68
DHPS	HsaEX0019504	chr19:12787922-12788025	104	S	96.05	94.71	93.43	93.0	88.83	89.74	92.29	91.21	91.21	92.11	94.25	92.53	87.93	96.67	94.07	90.21	88.02	95.22	96.43	87.67	91.92	93.2	95.0
HNRNPH3	HsaEX0030298	chr10:70097615-70097753	139	S	87.42	93.02	85.0	90.32	95.7	58.49	89.33	86.6	67.21	75.61	87.05	90.0	73.68	79.17	91.49	89.23	85.04	90.99	88.09	92.86	73.13	82.8	63.41
HNRNPH3	HsaEX0030299	chr10:70098260-70098399	140	C2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HNRNPM	HsaEX0030304	chr19:8538548-8538592	45	S	55.99	53.24	59.01	50.93	87.69	94.12	48.46	52.57	95.91	100.0	63.64	48.28	96.62	96.89	57.66	58.64	71.78	59.78	65.45	82.65	96.14	95.25	97.85
HNRNPM	HsaEX0030305	chr19:8539051-8539128	78	C2	100.0	100.0	99.09	97.8	100.0	100.0	100.0	99.02	100.0	100.0	98.6	98.55	100.0	98.63	100.0	99.66	100.0	97.93	100.0	98.74	100.0	96.95	100.0
MAR2	HsaEX0037868	chr19:8491493-8491688	196	S	91.54	98.77	100.0	94.82	94.11	93.89	100.0	98.9	93.17	100.0	99.05	100.0	100.0	95.25	97.2	97.75	98.24	100.0	100.0	98.07	100.0	95.72	100.0
MAR2	HsaEX0037869	chr19:8495542-8495751	210	S	92.1	97.56	92.73	93.32	94.67	93.01	100.0	99.35	94.69	100.0	99.06	97.71	96.01	96.91	98.79	93.85	98.05	98.29	94.29	98.04	93.23	93.41	100.0
SLC25A1	HsaEX0058960	chr22:19164091-19164206	116	S	100.0	95.23	100.0	100.0	100.0	99.61	98.77	97.2	99.57	98.48	99.19	100.0	96.96	99.52	98.98	99.08	98.14	100.0	99.09	96.41	99.5	99.55	99.58
CHKB	HsaEX0015201	chr22:51019849-51019982	134	S	96.15	100.0	97.75	100.0	91.84	100.0	90.36	100.0	96.23	100.0	100.0	100.0	95.56	100.0	100.0	95.18	96.46	100.0	98.56	95.0	97.5	96.3	100.0
ZMAT5	HsaEX0072852	chr22:30136639-30136719	81	C3	100.0	97.85	97.89	96.3	100.0	100.0	100.0	98.13	100.0	100.0	98.62	100.0	100.0	100.0	100.0	100.0	100.0	94.81	100.0	100.0	100.0	100.0	100.0
RABL4	HsaEX0051840	chr22:37158948-37159057	110	S	91.96	95.2	100.0	98.27	100.0	100.0	98.58	94.96	100.0	100.0	95.81	100.0	92.86	100.0	99.02	100.0	95.36	96.59	100.0	100.0	100.0	100.0	100.0
RBX1	HsaEX0052824	chr22:41349559-41349637	79	S	91.12	94.07	96.14	93.88	99.01	88.27	95.26	89.8	95.22	92.39	90.6	90.4	98.86	100.0	93.11	98.27	91.34	96.82	90.62	98.74	100.0	97.61	100.0
RBX1	HsaEX0052826	chr22:41363803-41363888	86	S	99.32	98.2	99.47	98.62	97.38	99.19	98.66	98.61	100.0	100.0	97.65	98.53	96.75	100.0	98.66	98.98	98.28	100.0	99.58	97.59	97.98	100.0	100.0
TRMU	HsaEX0067319	chr22:46749664-46749721	58	S	94.71	97.53	95.15	100.0	86.76	84.0	98.58	98.36	100.0	100.0	86.19	100.0	81.97	93.55	100.0	97.01	87.43	100.0	97.14	96.61	95.35	100.0	90.48
CNIH	HsaEX0015912	chr14:54898826-54898938	113	S	100.0	99.01	100.0	100.0	98.1	97.01	100.0	100.0	97.37	100.0	97.13	100.0	92.16	99.19	98.26	100.0	98.58	100.0	98.97	95.18	98.59	100.0	98.86
TIMM9	HsaEX0065004	chr14:58878625-58878689	65	S	95.12	100.0	96.54	100.0	93.41	100.0	100.0	100.0	100.0	100.0	96.85	92.78	100.0	95.47	93.91	92.14	94.4	100.0	100.0	100.0	100.0	94.67	100.0
TIMM9	HsaEX0065005	chr14:58877561-58877656	96	S	90.68	95.17	98.16	96.28	89.25	100.0	97.27	96.19	100.0	100.0	97.57	94.29	87.71	95.39	98.56	98.18	90.65	100.0	98.59	100.0	100.0	100.0	100.0
MTHFD1	HsaEX0040482	chr14:64921441-64921593	153	S	100.0	99.18	98.55	100.0	100.0	99.74	100.0	99.26	98.98	100.0	100.0	98.53	100.0	99.14	99.47	99.23	100.0	100.0	99.5	100.0	99.34	99.29	99.09
CINP	HsaEX0015404	chr14:102816256-102816385	130	S	100.0	93.79	96.99	94.67	100.0	93.94	92.98	98.55	91.67	100.0	98.14	98.18	95.0	100.0	98.91	98.58	100.0	95.29	98.97	100.0	100.0	100.0	100.0
GSS	HsaEX0028858	chr20:33517204-33517393	190	S	96.72	95.29	96.19	97.62	100.0	100.0	96.49	96.26	100.0	100.0	96.21	98.1	100.0	97.92	98.24	100.0	93.85	98.32	100.0	100.0	96.88	95.18	98.06
GSS	HsaEX0028860	chr20:33529516-33529632	117	C2	100.0	98.58	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.12	100.0	100.0	98.77	100.0	97.96	100.0	100.0	100.0	100.0	100.0	100.0
ABHD12	HsaEX0000600	chr20:25282855-25282982	128	C1	99.23	99.15	100.0	98.61	89.47	100.0	99.61	99.08	100.0	100.0	98.76	99.52	100.0	100.0	100.0	99.73	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HM13	HsaEX0030151	chr20:30137010-30137135	126	S	100.0	98.24	100.0	96.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.11	98.0	100.0	100.0	100.0	100.0	97.33
NOP56	HsaEX0043346	chr20:2636241-2636392	152	S	100.0	99.23	100.0	97.53	100.0	100.0	97.92	99.24	100.0	100.0	100.0	100.0	100.0	100.0	99.4	100.0	97.3	100.0	100.0	100.0	94.74	100.0	100.0
IDH3B	HsaEX0030892	chr20:2640714-2640822	109	C3	97.65	97.17	98.6	95.62	97.94	100.0	97.38	96.73	100.0	100.0	98.28	96.25	97.22	100.0	98.47	98.24	100.0	100.0	100.0	98.05	100.0	100.0	100.0
IDH3B	HsaEX0030893	chr20:2640345-2640439	95	S	95.04	94.21	98.98	96.2	96.57	100.0	97.74	95.82	100.0	100.0	97.72	93.29	91.79	100.0	98.52	98.37	99.21	98.99	98.95	91.75	100.0	100.0	100.0
C20orf3	HsaEX0010493	chr20:24949528-24949720	193	S	96.85	94.9	91.49	94.94	76.47	92.59	93.46	93.02	92.31	100.0	90.6	91.26	96.16	96.48	96.83	96.22	89.92	94.7	93.06	44.44	96.43	96.08	93.67
VAPA	HsaEX0070205	chr18:9936983-9937063	81	C3	100.0	100.0	100.0	100.0	100.0	96.51	99.37	99.41	100.0	100.0	100.0	99.64	100.0	100.0	100.0	99.81	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LYRM1	HsaEX0037079	chr16:20931444-20931536	93	C1	96.61	100.0	100.0	100.0	100.0	100.0	92.59	100.0	100.0	100.0	98.73	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.23	100.0	96.61	100.0	97.98
C16orf61	HsaEX0009658	chr16:81015411-81015482	72	C1	89.4	94.44	95.04	94.57	72.17	96.4	81.82	94.62	81.63	95.83	82.02	92.94	83.16	93.94	89.71	94.81	92.21	86.24	89.73	81.48	94.16	86.41	93.43
C16orf61	HsaEX0009659	chr16:81014375-81014484	110	C1	43.53	39.73	33.33	44.52	33.52	20.62	55.09	40.97	32.86	22.73	40.05	37.08	35.53	20.83	43.4	41.43	51.89	41.58	42.26	28.08	24.46	18.37	28.92
UBR5	HsaEX0069028	chr8:103273374-103273487	114	S	100.0	100.0	100.0	100.0	100.0	89.47	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SFRS16	HsaEX0057663	chr19:45556049-45556150	102	S	100.0	98.45	100.0	100.0	100.0	100.0	98.31	96.61	100.0	100.0	100.0	96.23	100.0	100.0	100.0	100.0	100.0	97.47	97.65	100.0	100.0	100.0	100.0
PIH1D1	HsaEX0047492	chr19:49952736-49952911	176	S	100.0	99.24	100.0	100.0	95.94	100.0	100.0	99.41	100.0	100.0	100.0	100.0	100.0	100.0	99.38	100.0	100.0	98.72	99.0	100.0	100.0	97.59	100.0
PIH1D1	HsaEX0047493	chr19:49951258-49951316	59	S	96.26	98.6	94.5	98.51	84.89	86.39	99.02	98.65	89.66	100.0	97.82	98.75	96.12	94.45	99.39	97.38	98.91	94.93	96.25	96.21	100.0	96.71	93.79
TBC1D17	HsaEX0063793	chr19:50387769-50387816	48	C3	100.0	100.0	100.0	98.55	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.64	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TIMM44	HsaEX0064992	chr19:7992962-7993051	90	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.95	100.0	100.0	98.35	100.0	100.0	100.0	98.85	100.0	100.0	97.4	100.0	100.0	100.0	100.0	100.0
TIMM44	HsaEX0064993	chr19:7992542-7992652	111	S	96.61	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.77	100.0	100.0	100.0	100.0	100.0	98.88	100.0	100.0	100.0	100.0	100.0	96.55	100.0	100.0
TIMM50	HsaEX0065000	chr19:39976827-39976931	105	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.84	100.0	100.0	100.0	100.0	100.0	100.0
TIMM50	HsaEX0065001	chr19:39977037-39977129	93	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.71	100.0	100.0	100.0	100.0	100.0	100.0
AKT2	HsaEX0003489	chr19:40742164-40742292	129	S	86.67	94.56	100.0	100.0	100.0	100.0	100.0	92.0	100.0	100.0	94.92	93.33	100.0	98.83	96.05	97.26	100.0	96.36	94.33	100.0	100.0	100.0	100.0
C19orf62	HsaEX0010030	chr19:17382406-17382464	59	S	95.63	96.26	94.04	96.62	100.0	96.77	94.34	95.18	100.0	100.0	95.77	93.01	91.49	97.83	94.05	95.16	92.47	93.98	93.57	99.01	96.55	100.0	97.26
C19orf62	HsaEX0010031	chr19:17384713-17384833	121	C3	97.16	97.65	96.41	98.48	100.0	94.52	94.73	98.12	100.0	95.65	98.69	98.3	98.29	100.0	96.27	96.91	97.11	96.96	96.88	97.48	100.0	100.0	98.17
C19orf62	HsaEX0010032	chr19:17384916-17384994	79	C3	94.07	96.52	88.4	98.02	97.75	86.26	93.65	96.14	95.07	91.0	96.81	96.29	98.03	100.0	93.56	95.56	95.46	95.85	92.38	96.43	96.68	100.0	97.16
NAPA	HsaEX0041650	chr19:48003890-48004006	117	C3	88.23	91.38	94.62	92.6	98.27	100.0	97.09	94.61	73.54	92.6	91.82	92.93	95.25	98.79	94.26	97.26	92.19	93.68	90.36	96.13	93.82	92.38	100.0
RABAC1	HsaEX0051745	chr19:42461170-42461271	102	S	100.0	97.92	97.95	99.09	100.0	100.0	97.97	98.69	100.0	100.0	98.06	99.13	100.0	100.0	98.17	99.0	99.15	98.2	100.0	100.0	97.67	100.0	100.0
COPE	HsaEX0016764	chr19:19014077-19014193	117	S	94.52	98.14	97.01	98.4	98.76	98.06	95.75	97.37	85.71	95.45	95.56	98.56	100.0	97.32	97.28	96.26	99.48	100.0	98.55	98.81	100.0	94.78	98.4
COPE	HsaEX0016765	chr19:19017769-19017921	153	S	97.33	98.53	98.36	96.94	96.94	100.0	99.56	99.15	96.36	100.0	98.81	96.25	100.0	96.23	99.59	97.67	98.95	98.87	100.0	98.78	100.0	100.0	95.28
C19orf50	HsaEX0009997	chr19:18677942-18677988	47	S	96.3	95.81	98.55	94.29	100.0	100.0	98.66	99.03	100.0	100.0	99.4	96.23	92.0	100.0	97.62	100.0	100.0	98.23	99.16	97.65	100.0	100.0	100.0
PMPCB	HsaEX0048664	chr7:102948043-102948155	113	S	95.65	96.27	72.22	86.05	100.0	82.86	90.59	92.31	91.84	58.82	93.04	100.0	87.1	97.78	89.01	95.98	97.94	95.79	95.24	89.61	89.29	91.3	95.88
TAX1BP1	HsaEX0063717	chr7:27855968-27856013	46	C2	95.53	96.78	90.42	98.35	93.44	95.0	93.42	97.23	96.08	90.91	97.57	97.04	88.1	88.89	94.3	95.72	98.43	94.41	100.0	90.85	94.29	98.45	84.62
TAX1BP1	HsaEX0063718	chr7:27856509-27856657	149	S	94.63	96.97	91.96	98.41	95.42	95.92	95.43	97.6	95.74	94.29	97.31	97.22	88.24	88.76	95.24	95.32	98.72	94.54	100.0	93.86	95.12	98.4	83.91
PHF14	HsaEX0046962	chr7:11101418-11101468	51	S	100.0	100.0	100.0	100.0	100.0	95.35	100.0	100.0	100.0	84.62	98.64	100.0	93.55	100.0	100.0	100.0	100.0	96.92	100.0	95.62	100.0	100.0	100.0
PHF14	HsaEX0046963	chr7:11101591-11101712	122	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.53	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.29	100.0	100.0	100.0
BCL7B	HsaEX0007917	chr7:72957878-72957974	97	S	95.78	99.26	96.57	97.13	100.0	100.0	100.0	99.23	100.0	89.2	99.32	97.61	100.0	100.0	100.0	100.0	98.88	96.18	99.28	98.27	92.68	82.81	96.07
BCL7B	HsaEX0007918	chr7:72954212-72954382	171	S	96.34	96.19	94.56	95.54	91.21	95.74	96.23	92.39	100.0	100.0	94.8	90.98	100.0	100.0	92.19	94.83	96.32	95.48	95.07	100.0	85.8	94.35	96.12
C9orf95	HsaEX0011774	chr9:77684658-77684729	72	S	81.02	100.0	100.0	100.0	100.0	100.0	100.0	91.22	100.0	94.5	100.0	81.73	100.0	100.0	100.0	100.0	84.78	69.44	82.02	88.68	100.0	96.09	97.25
PHYH	HsaEX0047257	chr10:13333831-13333912	82	C3	91.11	90.16	88.68	71.43	90.94	94.16	76.74	87.1	92.83	91.04	85.44	88.37	88.89	97.14	93.18	92.75	93.48	93.22	93.03	94.22	97.37	96.88	97.03
PHYH	HsaEX0047258	chr10:13330360-13330541	182	C3	89.47	90.0	90.16	81.13	90.84	95.34	85.11	87.88	93.4	92.52	85.71	88.24	90.57	97.53	94.87	92.54	96.3	96.97	92.09	94.18	97.24	98.4	97.16
FBXW4	HsaEX0025370	chr10:103384502-103384567	66	S	98.08	99.07	98.77	100.0	100.0	95.93	100.0	99.08	100.0	100.0	98.71	100.0	100.0	100.0	100.0	99.35	99.25	100.0	100.0	100.0	100.0	100.0	95.99
RNF167	HsaEX0053966	chr17:4846146-4846236	91	C3	100.0	100.0	99.06	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.0	95.18	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UTP6	HsaEX0070118	chr17:30195065-30195131	67	S	100.0	100.0	100.0	100.0	94.86	100.0	96.47	98.62	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.37	100.0	100.0	93.86	96.63
UTP6	HsaEX0070120	chr17:30192385-30192457	73	S	87.8	98.43	94.81	93.81	95.0	98.2	97.22	95.77	93.48	100.0	96.18	100.0	95.92	96.3	100.0	95.6	100.0	95.4	98.07	95.74	100.0	100.0	97.1
LUC7L3	HsaEX0037004	chr17:48826585-48826705	121	S	8.13	12.27	9.78	10.0	9.2	6.88	9.69	11.36	8.8	2.42	9.74	11.15	11.74	5.96	10.53	7.23	7.69	11.03	16.29	6.75	8.61	6.69	7.07
OCIAD1	HsaEX0044571	chr4:48834637-48834680	44	C3	100.0	98.77	98.92	100.0	100.0	88.91	100.0	99.78	100.0	100.0	100.0	99.02	94.38	92.85	100.0	98.66	98.69	99.12	100.0	100.0	100.0	100.0	100.0
OCIAD1	HsaEX0044572	chr4:48835445-48835498	54	C3	100.0	99.03	98.24	100.0	100.0	89.42	100.0	99.77	100.0	100.0	100.0	99.11	96.14	96.35	100.0	98.53	98.56	99.22	100.0	100.0	100.0	100.0	100.0
MTCH2	HsaEX0040421	chr11:47657097-47657123	27	S	100.0	97.26	100.0	94.78	100.0	85.6	100.0	92.04	95.0	100.0	95.0	100.0	100.0	93.06	97.3	96.72	95.85	100.0	100.0	93.85	96.74	100.0	94.29
MTCH2	HsaEX0040422	chr11:47653206-47653263	58	S	96.67	96.84	100.0	100.0	100.0	97.37	96.88	98.9	95.92	100.0	96.88	96.27	100.0	100.0	96.84	98.21	93.83	98.1	97.51	100.0	94.74	100.0	100.0
RSRC2	HsaEX0055831	chr12:122999652-122999774	123	S	100.0	100.0	100.0	97.7	100.0	94.87	100.0	99.11	96.58	100.0	100.0	99.17	100.0	100.0	100.0	99.52	99.02	100.0	100.0	98.55	100.0	100.0	100.0
RSRC2	HsaEX0055836	chr12:123006690-123006846	157	S	100.0	98.39	92.94	100.0	100.0	100.0	95.65	94.87	100.0	100.0	97.97	96.83	95.12	100.0	95.33	97.73	98.99	94.59	98.86	100.0	100.0	100.0	100.0
VPS29	HsaEX0070552	chr12:110930801-110931036	236	S	100.0	100.0	87.1	100.0	100.0	97.65	100.0	98.4	100.0	100.0	98.82	98.82	100.0	98.15	100.0	98.73	98.91	100.0	100.0	100.0	100.0	100.0	92.66
COPZ1	HsaEX0016800	chr12:54735990-54736071	82	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.56	100.0	98.96	99.04	98.92	100.0	100.0	100.0
COPZ1	HsaEX0016801	chr12:54737009-54737100	92	S	100.0	97.36	97.37	100.0	100.0	100.0	98.5	98.17	100.0	100.0	93.97	95.1	100.0	98.65	97.16	97.3	93.94	96.15	95.32	98.45	94.37	97.56	100.0
COPS7A	HsaEX0016790	chr12:6839835-6839986	152	S	100.0	99.5	100.0	100.0	100.0	100.0	100.0	99.53	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.35	98.17	98.1	97.47	100.0	100.0	100.0	100.0
ING4	HsaEX0031658	chr12:6762396-6762562	167	S	95.74	95.82	100.0	93.18	87.69	100.0	94.84	93.2	90.7	100.0	95.67	91.67	95.35	100.0	96.42	97.74	92.9	95.45	96.68	92.31	100.0	97.44	100.0
CHPT1	HsaEX0015277	chr12:102107868-102108015	148	C3	96.43	100.0	95.92	95.56	100.0	86.21	94.29	97.32	97.22	100.0	98.17	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.78	100.0	96.51
CHPT1	HsaEX0015278	chr12:102108282-102108423	142	C3	97.22	98.91	93.75	96.15	100.0	87.65	94.0	97.14	96.43	100.0	98.15	100.0	100.0	100.0	100.0	98.75	93.33	100.0	100.0	100.0	95.92	100.0	96.79
CMAS	HsaEX0015855	chr12:22214215-22214386	172	S	95.64	99.47	98.55	100.0	94.9	89.48	96.26	95.97	96.93	100.0	98.21	98.37	100.0	94.95	97.09	98.81	99.03	96.86	97.99	100.0	92.48	96.45	98.49
CMAS	HsaEX0015856	chr12:22215215-22215368	154	C2	100.0	100.0	99.12	100.0	97.73	98.59	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.91	99.47	100.0	100.0	99.37	100.0	100.0	100.0	100.0	100.0
FBXO9	HsaEX0025357	chr6:52943597-52943696	100	C2	91.3	98.43	100.0	96.08	94.03	100.0	100.0	97.6	100.0	100.0	98.64	96.19	100.0	100.0	97.01	98.77	98.3	96.27	96.21	100.0	100.0	96.55	100.0
PHF1	HsaEX0046923	chr6:33382743-33382921	179	S	89.73	98.67	95.28	96.78	100.0	100.0	97.07	96.58	100.0	92.86	95.33	92.02	95.73	100.0	97.44	94.73	95.8	94.68	94.12	100.0	100.0	92.66	93.15
PHF1	HsaEX0046924	chr6:33383038-33383106	69	S	100.0	97.23	97.72	97.89	95.08	100.0	98.37	100.0	96.23	100.0	99.4	100.0	94.42	100.0	98.81	100.0	98.95	98.66	100.0	98.59	100.0	100.0	100.0
MRPL2	HsaEX0040106	chr6:43024045-43024183	139	C2	91.26	88.82	91.9	80.78	94.46	88.01	83.97	91.5	94.97	79.27	91.65	90.47	77.38	86.77	91.9	92.06	82.72	95.69	95.88	94.99	95.5	93.31	91.98
MRPL2	HsaEX0040107	chr6:43023823-43023934	112	C3	91.26	89.12	92.82	83.14	94.78	91.12	86.32	92.05	96.32	83.93	91.8	90.26	79.15	87.27	92.74	92.25	84.8	96.43	95.62	95.37	96.44	93.89	93.2
MRPL2	HsaEX0040108	chr6:43023635-43023745	111	C3	88.73	87.57	90.57	81.37	94.6	90.85	86.67	90.07	94.4	85.07	88.82	87.15	77.56	85.46	91.0	91.58	82.75	95.72	92.37	92.92	95.72	91.84	92.74
MRPL2	HsaEX0040109	chr6:43023283-43023356	74	C2	91.08	86.24	85.52	84.28	90.25	91.2	88.72	91.8	94.1	85.92	89.23	87.96	79.21	80.65	90.43	92.99	86.2	93.89	91.01	85.49	93.52	90.87	89.6
BRD8	HsaEX0008433	chr5:137497743-137497835	93	C2	100.0	99.0	98.54	100.0	100.0	100.0	100.0	97.81	100.0	100.0	99.14	100.0	100.0	100.0	99.15	100.0	98.36	100.0	100.0	100.0	100.0	100.0	100.0
PFDN1	HsaEX0046702	chr5:139661034-139661118	85	C1	100.0	99.69	99.51	100.0	100.0	100.0	100.0	99.31	100.0	100.0	99.67	99.21	100.0	96.8	99.74	99.64	99.29	100.0	99.71	100.0	100.0	100.0	100.0
TTC1	HsaEX0067736	chr5:159476521-159476669	149	S	97.15	99.48	97.87	98.7	97.38	96.1	98.99	99.52	100.0	100.0	98.4	99.24	92.94	100.0	98.92	100.0	98.78	99.07	99.07	99.32	100.0	100.0	97.55
TTC1	HsaEX0067737	chr5:159478136-159478190	55	S	98.89	100.0	98.27	98.57	100.0	95.53	99.0	99.37	100.0	93.33	97.46	98.91	100.0	100.0	100.0	100.0	100.0	100.0	99.04	98.55	100.0	100.0	100.0
C3orf1	HsaEX0010834	chr3:119219542-119219707	166	C2	88.44	87.23	81.92	83.98	98.89	92.89	96.35	88.4	100.0	100.0	79.02	84.25	95.07	91.58	84.24	93.5	76.05	88.56	95.32	98.29	95.68	95.79	100.0
C3orf1	HsaEX0010835	chr3:119222379-119222467	89	C3	85.19	86.13	71.06	83.13	98.41	89.47	81.13	81.7	93.77	93.75	64.2	74.07	94.78	93.94	77.7	92.59	71.36	81.72	80.57	95.79	91.49	95.45	100.0
C3orf1	HsaEX0010836	chr3:119222806-119222868	63	C3	88.0	89.13	77.86	85.57	98.35	92.59	82.48	85.81	94.98	93.1	78.82	77.59	94.55	93.55	82.26	93.41	75.54	85.75	84.54	96.77	92.31	96.55	100.0
C3orf1	HsaEX0010837	chr3:119232488-119232566	79	C2	96.83	96.75	98.44	94.3	98.89	89.96	90.03	95.12	96.73	100.0	96.21	93.06	100.0	100.0	91.46	99.3	92.1	96.02	97.71	98.36	100.0	100.0	98.33
NIT2	HsaEX0043027	chr3:100059917-100060005	89	C3	100.0	98.58	97.19	100.0	100.0	100.0	100.0	98.81	100.0	100.0	100.0	100.0	100.0	100.0	98.54	100.0	100.0	100.0	100.0	100.0	99.59	100.0	100.0
SCAP	HsaEX0056380	chr3:47456588-47456670	83	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.61	100.0	100.0	98.64	97.85	98.0	100.0	100.0	84.62	97.3	100.0	100.0
DGUOK	HsaEX0019475	chr2:74166037-74166149	113	C1	25.0	16.36	25.95	9.43	32.2	13.33	22.57	16.67	33.33	20.0	18.07	31.11	27.02	31.82	28.71	29.2	30.26	21.1	25.24	26.98	47.17	35.85	31.96
